,NCTId,BaselineMeasureParamType
3342,NCT00700804,Count of Participants
3342,NCT00700804,Count of Participants
2489,NCT01514279,Count of Participants
2489,NCT01514279,Count of Participants
1268,NCT00328926,Count of Participants
1200,NCT01234103,Count of Participants
1200,NCT01234103,Count of Participants
2484,NCT01985763,Count of Participants
2484,NCT01985763,Count of Participants
2484,NCT01985763,Count of Participants
2484,NCT01985763,Count of Participants
3396,NCT01597596,Count of Participants
2484,NCT01985763,Count of Participants
3340,NCT00988169,Count of Participants
2484,NCT01985763,Count of Participants
2484,NCT01985763,Count of Participants
3340,NCT00988169,Count of Participants
2482,NCT02703909,Count of Participants
2482,NCT02703909,Count of Participants
3339,NCT01578317,Count of Participants
3339,NCT01578317,Count of Participants
3473,NCT01766102,Count of Participants
3310,NCT01391858,Count of Participants
2318,NCT03112993,Count of Participants
2352,NCT00856830,Count of Participants
150,NCT01028300,Count of Participants
2357,NCT03678870,Count of Participants
2357,NCT03678870,Count of Participants
150,NCT01028300,Count of Participants
3268,NCT00837161,Count of Participants
3529,NCT01588158,Count of Participants
3529,NCT01588158,Count of Participants
3268,NCT00837161,Count of Participants
1418,NCT01322633,Count of Participants
1143,NCT01024686,Count of Participants
3267,NCT00911820,Count of Participants
2352,NCT00856830,Count of Participants
1423,NCT01422889,Count of Participants
1421,NCT02394457,Count of Participants
1422,NCT01092910,Count of Participants
1422,NCT01092910,Count of Participants
1422,NCT01092910,Count of Participants
3533,NCT01965756,Count of Participants
3533,NCT01965756,Count of Participants
3533,NCT01965756,Count of Participants
3533,NCT01965756,Count of Participants
3267,NCT00911820,Count of Participants
3267,NCT00911820,Count of Participants
3267,NCT00911820,Count of Participants
2357,NCT03678870,Count of Participants
2605,NCT00356122,Count of Participants
3271,NCT00796705,Count of Participants
154,NCT01112917,Count of Participants
1403,NCT00006604,Count of Participants
1404,NCT00655811,Count of Participants
1404,NCT00655811,Count of Participants
1404,NCT00655811,Count of Participants
3517,NCT00982228,Count of Participants
1404,NCT00655811,Count of Participants
1405,NCT02496221,Count of Participants
1406,NCT02601469,Count of Participants
2370,NCT00271011,Count of Participants
3275,NCT01390233,Count of Participants
1406,NCT02601469,Count of Participants
1406,NCT02601469,Count of Participants
1406,NCT02601469,Count of Participants
1409,NCT00068367,Count of Participants
1409,NCT00068367,Count of Participants
1409,NCT00068367,Count of Participants
3272,NCT00469079,Count of Participants
154,NCT01112917,Count of Participants
154,NCT01112917,Count of Participants
3272,NCT00469079,Count of Participants
3271,NCT00796705,Count of Participants
3523,NCT00280826,Count of Participants
3523,NCT00280826,Count of Participants
1143,NCT01024686,Count of Participants
1143,NCT01024686,Count of Participants
3276,NCT02118012,Count of Participants
127,NCT01256164,Count of Participants
131,NCT02939131,Count of Participants
1433,NCT01264952,Count of Participants
1138,NCT02627001,Count of Participants
131,NCT02939131,Count of Participants
131,NCT02939131,Count of Participants
131,NCT02939131,Count of Participants
3548,NCT02158884,Count of Participants
3548,NCT02158884,Count of Participants
1138,NCT02627001,Count of Participants
2328,NCT03243084,Count of Participants
2328,NCT03243084,Count of Participants
2328,NCT03243084,Count of Participants
2610,NCT01378195,Count of Participants
2328,NCT03243084,Count of Participants
3548,NCT02158884,Count of Participants
3267,NCT00911820,Count of Participants
1440,NCT02204176,Count of Participants
127,NCT01256164,Count of Participants
1440,NCT02204176,Count of Participants
1440,NCT02204176,Count of Participants
1132,NCT00291551,Count of Participants
1132,NCT00291551,Count of Participants
2319,NCT03481270,Count of Participants
2319,NCT03481270,Count of Participants
131,NCT02939131,Count of Participants
131,NCT02939131,Count of Participants
1433,NCT01264952,Count of Participants
1140,NCT02640677,Count of Participants
1426,NCT00584844,Count of Participants
1426,NCT00584844,Count of Participants
1426,NCT00584844,Count of Participants
1426,NCT00584844,Count of Participants
1427,NCT00584805,Count of Participants
2610,NCT01378195,Count of Participants
1141,NCT00414518,Count of Participants
1427,NCT00584805,Count of Participants
1428,NCT00584454,Count of Participants
1428,NCT00584454,Count of Participants
1428,NCT00584454,Count of Participants
136,NCT01568424,Count of Participants
135,NCT01369030,Count of Participants
1428,NCT00584454,Count of Participants
1141,NCT00414518,Count of Participants
2336,NCT03984838,Count of Participants
2336,NCT03984838,Count of Participants
1140,NCT02640677,Count of Participants
1429,NCT00584194,Count of Participants
1429,NCT00584194,Count of Participants
2333,NCT00709696,Count of Participants
2333,NCT00709696,Count of Participants
1140,NCT02640677,Count of Participants
3275,NCT01390233,Count of Participants
3276,NCT02118012,Count of Participants
1336,NCT01992185,Count of Participants
1357,NCT02979613,Count of Participants
2573,NCT00476021,Count of Participants
2575,NCT00869609,Count of Participants
2577,NCT01390870,Count of Participants
1351,NCT00505414,Count of Participants
2404,NCT00675506,Count of Participants
2404,NCT00675506,Count of Participants
1353,NCT00673465,Count of Participants
3304,NCT00556842,Count of Participants
3304,NCT00556842,Count of Participants
1357,NCT02979613,Count of Participants
3490,NCT01648140,Count of Participants
1357,NCT02979613,Count of Participants
1358,NCT01857973,Count of Participants
1357,NCT02979613,Count of Participants
1357,NCT02979613,Count of Participants
1357,NCT02979613,Count of Participants
1357,NCT02979613,Count of Participants
1357,NCT02979613,Count of Participants
1357,NCT02979613,Count of Participants
3495,NCT02122445,Count of Participants
1357,NCT02979613,Count of Participants
1357,NCT02979613,Count of Participants
2394,NCT02828111,Count of Participants
2394,NCT02828111,Count of Participants
1348,NCT00001723,Count of Participants
3490,NCT01648140,Count of Participants
3489,NCT00184054,Count of Participants
3489,NCT00184054,Count of Participants
3476,NCT01831765,Count of Participants
3476,NCT01831765,Count of Participants
1337,NCT01916629,Count of Participants
3309,NCT03399370,Count of Participants
3309,NCT03399370,Count of Participants
2416,NCT01957085,Count of Participants
3480,NCT00506597,Count of Participants
2416,NCT01957085,Count of Participants
3309,NCT03399370,Count of Participants
2570,NCT01598896,Count of Participants
2570,NCT01598896,Count of Participants
2573,NCT00476021,Count of Participants
3304,NCT00556842,Count of Participants
3304,NCT00556842,Count of Participants
2410,NCT00267631,Count of Participants
2410,NCT00267631,Count of Participants
1346,NCT01278862,Count of Participants
3304,NCT00556842,Count of Participants
3486,NCT01215721,Count of Participants
3486,NCT01215721,Count of Participants
3487,NCT01482962,Count of Participants
3487,NCT01482962,Count of Participants
1348,NCT00001723,Count of Participants
2393,NCT02219321,Count of Participants
1359,NCT02867059,Count of Participants
3276,NCT02118012,Count of Participants
3282,NCT01253811,Count of Participants
2597,NCT03066999,Count of Participants
1381,NCT01240902,Count of Participants
3284,NCT01310179,Count of Participants
3284,NCT01310179,Count of Participants
2597,NCT03066999,Count of Participants
2597,NCT03066999,Count of Participants
2375,NCT01652573,Count of Participants
3284,NCT01310179,Count of Participants
3284,NCT01310179,Count of Participants
3282,NCT01253811,Count of Participants
3282,NCT01253811,Count of Participants
3281,NCT00411762,Count of Participants
1359,NCT02867059,Count of Participants
3515,NCT01491607,Count of Participants
3515,NCT01491607,Count of Participants
3279,NCT01661764,Count of Participants
3277,NCT02263326,Count of Participants
3277,NCT02263326,Count of Participants
3277,NCT02263326,Count of Participants
3277,NCT02263326,Count of Participants
3515,NCT01491607,Count of Participants
3516,NCT00396253,Count of Participants
1397,NCT00289315,Count of Participants
1398,NCT00412087,Count of Participants
2597,NCT03066999,Count of Participants
1376,NCT00299741,Count of Participants
1376,NCT00299741,Count of Participants
2595,NCT02648204,Count of Participants
1360,NCT00191282,Count of Participants
3300,NCT00754390,Count of Participants
3300,NCT00754390,Count of Participants
1158,NCT00639418,Count of Participants
1155,NCT00996372,Count of Participants
2389,NCT01396044,Count of Participants
2389,NCT01396044,Count of Participants
2388,NCT00528931,Count of Participants
1154,NCT04018001,Count of Participants
2592,NCT02069353,Count of Participants
2592,NCT02069353,Count of Participants
2592,NCT02069353,Count of Participants
3501,NCT01230021,Count of Participants
3501,NCT01230021,Count of Participants
3501,NCT01230021,Count of Participants
1154,NCT04018001,Count of Participants
2594,NCT01347762,Count of Participants
2594,NCT01347762,Count of Participants
2595,NCT02648204,Count of Participants
2388,NCT00528931,Count of Participants
1373,NCT00414011,Count of Participants
1373,NCT00414011,Count of Participants
2595,NCT02648204,Count of Participants
3145,NCT00308620,Count of Participants
3358,NCT02460991,Count of Participants
1591,NCT02287688,Count of Participants
3030,NCT02239770,Count of Participants
3940,NCT02932878,Count of Participants
3940,NCT02932878,Count of Participants
3940,NCT02932878,Count of Participants
3033,NCT03058692,Count of Participants
3033,NCT03058692,Count of Participants
3033,NCT03058692,Count of Participants
3033,NCT03058692,Count of Participants
2848,NCT02030600,Count of Participants
3030,NCT02239770,Count of Participants
3030,NCT02239770,Count of Participants
2837,NCT02222246,Count of Participants
46,NCT00875641,Count of Participants
3030,NCT02239770,Count of Participants
2849,NCT01202994,Count of Participants
1991,NCT00819013,Count of Participants
1725,NCT01473953,Count of Participants
41,NCT02395536,Count of Participants
41,NCT02395536,Count of Participants
41,NCT02395536,Count of Participants
1991,NCT00819013,Count of Participants
2844,NCT02296840,Count of Participants
2844,NCT02296840,Count of Participants
2844,NCT02296840,Count of Participants
3940,NCT02932878,Count of Participants
2837,NCT02222246,Count of Participants
2837,NCT02222246,Count of Participants
2837,NCT02222246,Count of Participants
1591,NCT02287688,Count of Participants
3939,NCT00157755,Count of Participants
1709,NCT01632995,Count of Participants
1709,NCT01632995,Count of Participants
2840,NCT02560038,Count of Participants
3042,NCT00208026,Count of Participants
2840,NCT02560038,Count of Participants
1995,NCT03311646,Count of Participants
1995,NCT03311646,Count of Participants
1995,NCT03311646,Count of Participants
1995,NCT03311646,Count of Participants
1995,NCT03311646,Count of Participants
2840,NCT02560038,Count of Participants
2840,NCT02560038,Count of Participants
3042,NCT00208026,Count of Participants
3939,NCT00157755,Count of Participants
1726,NCT01198587,Count of Participants
1726,NCT01198587,Count of Participants
1988,NCT01532986,Count of Participants
3955,NCT02720510,Count of Participants
1737,NCT01262339,Count of Participants
1737,NCT01262339,Count of Participants
3026,NCT00183963,Count of Participants
3021,NCT01097785,Count of Participants
1974,NCT00790803,Count of Participants
1745,NCT01569841,Count of Participants
3014,NCT00991185,Count of Participants
3013,NCT01326026,Count of Participants
2863,NCT00440232,Count of Participants
2863,NCT00440232,Count of Participants
2864,NCT00736190,Count of Participants
2864,NCT00736190,Count of Participants
1974,NCT00790803,Count of Participants
1755,NCT00620282,Count of Participants
1755,NCT00620282,Count of Participants
1755,NCT00620282,Count of Participants
2866,NCT01106456,Count of Participants
2866,NCT01106456,Count of Participants
1758,NCT01691378,Count of Participants
3956,NCT00982644,Count of Participants
3955,NCT02720510,Count of Participants
1988,NCT01532986,Count of Participants
3026,NCT00183963,Count of Participants
1987,NCT00599014,Count of Participants
41,NCT02395536,Count of Participants
41,NCT02395536,Count of Participants
41,NCT02395536,Count of Participants
41,NCT02395536,Count of Participants
41,NCT02395536,Count of Participants
1987,NCT00599014,Count of Participants
2849,NCT01202994,Count of Participants
2849,NCT01202994,Count of Participants
1984,NCT01999322,Count of Participants
1729,NCT03248141,Count of Participants
2849,NCT01202994,Count of Participants
3027,NCT00682617,Count of Participants
1729,NCT03248141,Count of Participants
1983,NCT02056652,Count of Participants
1983,NCT02056652,Count of Participants
1729,NCT03248141,Count of Participants
3026,NCT00183963,Count of Participants
