,NCTId,StudyType
8056,NCT03710109,Observational
3838,NCT00637689,Observational
2289,NCT00531570,Observational
8059,NCT01857440,Observational
3837,NCT01814722,Observational
2292,NCT00342862,Observational
3836,NCT00522119,Observational
6868,NCT02725970,Observational
3827,NCT01629095,Observational
2297,NCT03062033,Observational
6870,NCT00730587,Observational
3832,NCT01200680,Observational
2300,NCT03378336,Observational
6873,NCT00632944,Observational
8047,NCT02113514,Observational
7906,NCT03631719,Observational
2485,NCT00222963,Observational
7905,NCT04034381,Observational
2664,NCT04113733,Observational
3589,NCT01299064,Observational
7779,NCT00605163,Observational
2654,NCT02281747,Observational
3585,NCT01586858,Observational
7063,NCT00810225,Observational
7769,NCT00876889,Observational
2666,NCT00873964,Observational
2646,NCT00505908,Observational
2668,NCT01331980,Observational
7763,NCT04287075,Observational
7759,NCT03971435,Observational
3570,NCT00999154,Observational
2681,NCT03409003,Observational
3565,NCT01566500,Observational
2649,NCT00001887,Observational
3593,NCT00001162,Observational
2685,NCT00588497,Observational
2634,NCT03242577,Observational
2624,NCT00161226,Observational
3607,NCT00339703,Observational
3605,NCT02847728,Observational
2629,NCT00167440,Observational
7050,NCT01650220,Observational
2633,NCT02151435,Observational
3600,NCT04496466,Observational
7056,NCT01291758,Observational
7053,NCT01507129,Observational
7054,NCT01419223,Observational
3597,NCT04570579,Observational
3596,NCT00443313,Observational
2640,NCT03099954,Observational
2642,NCT03359421,Observational
3564,NCT02190253,Observational
3562,NCT01178320,Observational
2620,NCT03304782,Observational
7717,NCT01539005,Observational
2720,NCT01916538,Observational
2722,NCT00340249,Observational
7098,NCT03127293,Observational
7721,NCT04160169,Observational
7100,NCT02069613,Observational
2729,NCT03850717,Observational
3532,NCT01388439,Observational
2710,NCT03023163,Observational
2734,NCT00366639,Observational
7105,NCT00202046,Observational
2739,NCT02330042,Observational
2740,NCT01395368,Observational
3527,NCT01386424,Observational
3526,NCT04075162,Observational
3541,NCT00252109,Observational
2709,NCT03982979,Observational
7749,NCT00537173,Observational
2698,NCT01049828,Observational
7748,NCT02008058,Observational
2690,NCT00001856,Observational
3561,NCT03251989,Observational
3560,NCT01117168,Observational
2693,NCT00342732,Observational
3558,NCT02795624,Observational
7086,NCT03354351,Observational
7735,NCT03794999,Observational
3553,NCT03201029,Observational
3552,NCT03736486,Observational
7087,NCT02911675,Observational
2704,NCT02824705,Observational
2705,NCT00059267,Observational
7736,NCT03210415,Observational
2622,NCT00097006,Observational
2614,NCT02429505,Observational
2488,NCT00653029,Observational
3673,NCT01463410,Observational
3680,NCT01182311,Observational
6994,NCT02866422,Observational
2526,NCT04397900,Observational
2527,NCT00340171,Observational
6996,NCT01652352,Observational
6998,NCT03165968,Observational
7870,NCT03744507,Observational
7882,NCT00855075,Observational
7869,NCT01687153,Observational
2535,NCT01462526,Observational
7001,NCT01625962,Observational
7002,NCT02186093,Observational
2539,NCT01366027,Observational
3668,NCT02794181,Observational
3683,NCT02060799,Observational
2516,NCT03310528,Observational
3667,NCT03734523,Observational
2501,NCT03012555,Observational
3698,NCT01696721,Observational
2494,NCT03707626,Observational
2495,NCT01230606,Observational
7898,NCT03884816,Observational
6979,NCT00285636,Observational
2498,NCT01107301,Observational
3694,NCT04285489,Observational
2513,NCT01498705,Observational
2503,NCT02308735,Observational
2505,NCT01165411,Observational
3692,NCT02469532,Observational
7889,NCT02383602,Observational
6986,NCT00205569,Observational
6987,NCT00205530,Observational
2541,NCT00007618,Observational
3666,NCT00078208,Observational
7807,NCT01848184,Observational
3625,NCT00016510,Observational
7835,NCT02182180,Observational
3640,NCT03304912,Observational
7023,NCT01942564,Observational
2586,NCT03301753,Observational
2589,NCT01770717,Observational
3627,NCT01004133,Observational
2600,NCT00608283,Observational
2577,NCT01390870,Observational
3624,NCT00064870,Observational
3622,NCT04141605,Observational
3619,NCT00007579,Observational
2607,NCT04388605,Observational
2609,NCT03794856,Observational
3615,NCT02239328,Observational
2578,NCT04510168,Observational
2576,NCT00299949,Observational
2546,NCT01238445,Observational
7009,NCT03403166,Observational
2547,NCT03548883,Observational
3663,NCT03676023,Observational
2549,NCT01161810,Observational
2550,NCT00973440,Observational
2553,NCT01404858,Observational
2554,NCT00537706,Observational
7850,NCT01421303,Observational
3646,NCT00258869,Observational
7849,NCT00616083,Observational
3654,NCT00491842,Observational
3652,NCT00028340,Observational
3651,NCT04135404,Observational
2568,NCT01266915,Observational
3649,NCT02600936,Observational
1158,NCT00639418,Observational
1607,NCT02195544,Observational
5909,NCT01832714,Observational
5094,NCT00932958,Observational
5923,NCT01803048,Observational
5055,NCT01591928,Observational
9447,NCT04196374,Observational
5057,NCT04313998,Observational
5062,NCT02341326,Observational
5063,NCT03411057,Observational
5911,NCT01773655,Observational
9469,NCT04171544,Observational
5078,NCT00344071,Observational
5080,NCT02981043,Observational
9475,NCT04162678,Observational
5091,NCT01974180,Observational
5888,NCT01628224,Observational
4804,NCT01090583,Observational
5887,NCT01709786,Observational
5886,NCT01830725,Observational
5099,NCT01454492,Observational
5104,NCT00792155,Observational
5107,NCT00901173,Observational
5108,NCT02744846,Observational
5111,NCT02833259,Observational
9508,NCT04125420,Observational
9509,NCT04125290,Observational
5868,NCT01231945,Observational
5123,NCT01377805,Observational
9522,NCT04115735,Observational
9442,NCT04203381,Observational
9441,NCT04204434,Observational
5051,NCT01059240,Observational
5050,NCT00342472,Observational
5004,NCT03501407,Observational
9390,NCT04240691,Observational
5008,NCT01435941,Observational
5011,NCT02094170,Observational
5012,NCT04041297,Observational
9398,NCT04235725,Observational
9404,NCT04232267,Observational
5948,NCT00161252,Observational
5944,NCT01564524,Observational
5939,NCT00643721,Observational
5937,NCT03736356,Observational
9417,NCT04222166,Observational
5936,NCT04261842,Observational
9419,NCT04221594,Observational
5934,NCT03121027,Observational
5036,NCT04279704,Observational
5037,NCT02271932,Observational
9425,NCT04216732,Observational
9428,NCT04214119,Observational
5930,NCT04169412,Observational
5042,NCT03285191,Observational
5045,NCT04163627,Observational
5926,NCT01750203,Observational
5925,NCT01881815,Observational
5049,NCT03491202,Observational
5126,NCT01367977,Observational
5127,NCT02725840,Observational
5863,NCT00370214,Observational
5181,NCT02476721,Observational
5815,NCT04378101,Observational
9597,NCT04057183,Observational
5193,NCT03674216,Observational
5195,NCT01387178,Observational
9608,NCT04049682,Observational
5803,NCT00341952,Observational
5801,NCT01073579,Observational
5798,NCT01365975,Observational
5796,NCT00299481,Observational
9619,NCT04044924,Observational
5795,NCT02185599,Observational
5211,NCT04518670,Observational
9622,NCT04044391,Observational
5794,NCT01378065,Observational
5213,NCT03126253,Observational
9626,NCT04038944,Observational
5792,NCT02483650,Observational
5791,NCT02769078,Observational
5219,NCT03451461,Observational
5787,NCT02368145,Observational
5228,NCT02729103,Observational
9641,NCT04026581,Observational
5229,NCT00340405,Observational
5780,NCT00595166,Observational
5236,NCT04041687,Observational
9589,NCT04066218,Observational
9577,NCT04076813,Observational
9526,NCT04112433,Observational
5171,NCT01334281,Observational
5860,NCT00005493,Observational
5858,NCT01128166,Observational
5135,NCT00390494,Observational
5138,NCT04287361,Observational
5140,NCT02354287,Observational
5853,NCT00341107,Observational
5852,NCT00808353,Observational
9542,NCT04096937,Observational
9543,NCT04095481,Observational
5146,NCT04164537,Observational
5845,NCT01480219,Observational
9552,NCT04090970,Observational
5152,NCT03255564,Observational
9557,NCT04089371,Observational
9558,NCT04088799,Observational
5157,NCT01800994,Observational
9561,NCT04088123,Observational
5158,NCT00341094,Observational
5838,NCT02140177,Observational
5161,NCT03201406,Observational
5163,NCT01109368,Observational
5835,NCT01659411,Observational
9571,NCT04081272,Observational
5168,NCT02787486,Observational
5831,NCT00140634,Observational
5003,NCT00999388,Observational
9383,NCT04242277,Observational
5962,NCT00902603,Observational
9200,NCT04401449,Observational
9205,NCT04393155,Observational
4858,NCT01457976,Observational
9209,NCT04389957,Observational
4864,NCT01109810,Observational
9216,NCT04384055,Observational
4868,NCT03800394,Observational
4869,NCT03214757,Observational
9222,NCT04379843,Observational
4873,NCT00342524,Observational
4874,NCT04464187,Observational
4875,NCT03379961,Observational
4876,NCT01829269,Observational
4881,NCT03308903,Observational
6050,NCT02574546,Observational
9235,NCT04370002,Observational
9238,NCT04367246,Observational
9241,NCT04364282,Observational
9243,NCT04359199,Observational
9245,NCT04357717,Observational
4891,NCT04036032,Observational
9249,NCT04354467,Observational
4894,NCT02017756,Observational
4896,NCT03674801,Observational
6038,NCT02960516,Observational
9256,NCT04349202,Observational
9201,NCT04400903,Observational
9197,NCT04404530,Observational
4900,NCT03305497,Observational
9195,NCT04404894,Observational
6106,NCT01447186,Observational
9144,NCT04467099,Observational
9145,NCT04466644,Observational
6104,NCT01448694,Observational
4810,NCT04499495,Observational
6101,NCT01501656,Observational
4814,NCT00166569,Observational
6100,NCT01502319,Observational
6094,NCT01584037,Observational
9159,NCT04451382,Observational
6091,NCT01638481,Observational
6089,NCT01648166,Observational
4828,NCT01373840,Observational
9167,NCT04439656,Observational
9169,NCT04437680,Observational
4832,NCT02859831,Observational
4836,NCT04169867,Observational
9179,NCT04424576,Observational
9180,NCT04424446,Observational
4839,NCT02379403,Observational
4842,NCT01155843,Observational
4845,NCT02369887,Observational
4847,NCT01859039,Observational
9191,NCT04410302,Observational
4851,NCT04557345,Observational
9257,NCT04348708,Observational
6034,NCT03082638,Observational
1,NCT04474496,Observational
9318,NCT04300777,Observational
4951,NCT04055688,Observational
5995,NCT03921658,Observational
9328,NCT04293406,Observational
9329,NCT04292600,Observational
9331,NCT04291755,Observational
4958,NCT00847756,Observational
9335,NCT04285814,Observational
9338,NCT04283539,Observational
4963,NCT02071745,Observational
4967,NCT00793390,Observational
4968,NCT02332993,Observational
4970,NCT03102086,Observational
4978,NCT02590198,Observational
4979,NCT04030273,Observational
4981,NCT02375659,Observational
4982,NCT01063296,Observational
9360,NCT04263233,Observational
9363,NCT04260048,Observational
5973,NCT01871051,Observational
4986,NCT03230305,Observational
9366,NCT04257474,Observational
9368,NCT04257045,Observational
4988,NCT02381340,Observational
4989,NCT04071327,Observational
4992,NCT02122640,Observational
9321,NCT04298281,Observational
9316,NCT04304495,Observational
4907,NCT01721473,Observational
6002,NCT03789396,Observational
4911,NCT04379063,Observational
9271,NCT04339998,Observational
4912,NCT00582478,Observational
4915,NCT02862184,Observational
9277,NCT04332861,Observational
6023,NCT03276195,Observational
6019,NCT03402035,Observational
4923,NCT04273152,Observational
9286,NCT04323254,Observational
9288,NCT04322448,Observational
4926,NCT03654118,Observational
9290,NCT04321356,Observational
9291,NCT04320381,Observational
9292,NCT04319952,Observational
4927,NCT03389581,Observational
4928,NCT02124109,Observational
9300,NCT04315883,Observational
6008,NCT03673371,Observational
4937,NCT04271462,Observational
4939,NCT03030508,Observational
4941,NCT03185832,Observational
6005,NCT03719495,Observational
4943,NCT03271203,Observational
9311,NCT04305613,Observational
9312,NCT04305600,Observational
5773,NCT02559219,Observational
5240,NCT00948597,Observational
9655,NCT04017910,Observational
5587,NCT01221038,Observational
9930,NCT03810508,Observational
118,NCT00005455,Observational
117,NCT02886689,Observational
5476,NCT02594202,Observational
5477,NCT02926040,Observational
113,NCT00005463,Observational
9935,NCT03804827,Observational
9936,NCT03804593,Observational
110,NCT01704235,Observational
9937,NCT03804021,Observational
5584,NCT02070328,Observational
105,NCT00837499,Observational
104,NCT03390660,Observational
103,NCT01235260,Observational
101,NCT04552535,Observational
5579,NCT02771847,Observational
5575,NCT02546479,Observational
94,NCT03266497,Observational
5491,NCT03501420,Observational
90,NCT00533975,Observational
87,NCT04460898,Observational
5494,NCT04266093,Observational
85,NCT00306007,Observational
84,NCT00573976,Observational
5570,NCT01458132,Observational
5474,NCT04564599,Observational
5588,NCT00001536,Observational
81,NCT03801928,Observational
124,NCT03933215,Observational
156,NCT03346603,Observational
5458,NCT02024672,Observational
9911,NCT03822325,Observational
151,NCT01034865,Observational
149,NCT02988934,Observational
5461,NCT03050658,Observational
5595,NCT01948544,Observational
146,NCT02856646,Observational
145,NCT01358552,Observational
144,NCT04423770,Observational
5463,NCT04561050,Observational
142,NCT02252159,Observational
141,NCT01339546,Observational
140,NCT01370954,Observational
139,NCT01368549,Observational
5464,NCT02828280,Observational
5465,NCT00032513,Observational
9919,NCT03818087,Observational
135,NCT01369030,Observational
132,NCT03488264,Observational
5592,NCT03625349,Observational
9923,NCT03813966,Observational
5590,NCT02851706,Observational
126,NCT00005171,Observational
125,NCT03933202,Observational
82,NCT01641029,Observational
76,NCT00007540,Observational
5601,NCT03733080,Observational
38,NCT03952364,Observational
35,NCT03242278,Observational
5520,NCT02307929,Observational
