,NCTId,InterventionType
3599,NCT01171027,Procedure
3599,NCT01171027,Procedure
4488,NCT02971358,Procedure
7968,NCT00450281,Procedure
6684,NCT03619369,Procedure
8082,NCT00397735,Procedure
7964,NCT00040937,Procedure
3938,NCT02389855,Procedure
6826,NCT00394264,Procedure
6734,NCT03211819,Procedure
4212,NCT03004157,Procedure
4490,NCT04191473,Procedure
4490,NCT04191473,Procedure
4220,NCT02245178,Procedure
3975,NCT02813187,Procedure
7763,NCT04287075,Procedure
6826,NCT00394264,Procedure
3975,NCT02813187,Procedure
6826,NCT00394264,Procedure
9553,NCT04090775,Procedure
7758,NCT02944149,Procedure
24,NCT00413673,Procedure
9799,NCT03904043,Procedure
7876,NCT03817736,Procedure
4197,NCT02720653,Procedure
9977,NCT03778294,Procedure
7963,NCT00874211,Procedure
3976,NCT02813161,Procedure
6670,NCT00430313,Procedure
6732,NCT02046109,Procedure
8100,NCT00336089,Procedure
3948,NCT01058421,Procedure
3177,NCT00250133,Procedure
4507,NCT02318862,Procedure
8100,NCT00336089,Procedure
7750,NCT03453866,Procedure
7750,NCT03453866,Procedure
8100,NCT00336089,Procedure
7962,NCT00016406,Procedure
6567,NCT01534819,Procedure
3582,NCT01256203,Procedure
4237,NCT02100904,Procedure
9841,NCT03873545,Procedure
4497,NCT04356027,Procedure
4503,NCT04579601,Procedure
8100,NCT00336089,Procedure
3976,NCT02813161,Procedure
4498,NCT02119195,Procedure
8100,NCT00336089,Other
2385,NCT02714413,Other
3651,NCT04135404,Other
2387,NCT01040663,Other
3783,NCT02752282,Other
5343,NCT00437827,Other
7921,NCT03932799,Other
2140,NCT01413555,Other
7924,NCT02615470,Other
7420,NCT00201006,Other
8084,NCT02858778,Other
5154,NCT02166294,Other
2203,NCT02698722,Other
4180,NCT03008837,Other
8776,NCT00813423,Other
2205,NCT04321811,Other
7921,NCT03932799,Other
5160,NCT01351805,Other
4181,NCT04200443,Other
8097,NCT03772210,Other
8090,NCT02036905,Other
4181,NCT04200443,Other
2160,NCT03304990,Other
5293,NCT03255265,Other
5344,NCT03153397,Other
5287,NCT04197674,Other
2220,NCT01461889,Other
7884,NCT01779414,Other
2220,NCT01461889,Other
7913,NCT00719563,Other
4113,NCT04368988,Other
4174,NCT03264521,Other
8080,NCT01713972,Other
5168,NCT02787486,Other
4113,NCT04368988,Other
7915,NCT00956813,Other
2383,NCT01376778,Other
4111,NCT01181323,Other
8028,NCT01614353,Other
4111,NCT01181323,Other
3741,NCT02347202,Other
2398,NCT04469036,Other
3741,NCT02347202,Other
2211,NCT02934191,Other
5350,NCT03683147,Other
2210,NCT03168425,Other
2210,NCT03168425,Other
3743,NCT04461353,Other
5347,NCT01615055,Other
5344,NCT03153397,Other
5343,NCT00437827,Other
8028,NCT01614353,Other
8027,NCT01515072,Other
3749,NCT03869515,Other
8081,NCT02371317,Other
4094,NCT03422276,Other
4196,NCT00970853,Other
5326,NCT03048500,Other
3779,NCT03445403,Other
2169,NCT03841838,Other
2169,NCT03841838,Other
8769,NCT02754557,Other
5338,NCT04114526,Other
2167,NCT04580004,Other
2389,NCT01396044,Other
5330,NCT00526994,Other
2389,NCT01396044,Other
2164,NCT02066948,Other
2164,NCT02066948,Other
5337,NCT03589703,Other
2164,NCT02066948,Other
5337,NCT03589703,Other
3774,NCT04023357,Other
3774,NCT04023357,Other
7465,NCT01212029,Other
8090,NCT02036905,Other
2392,NCT03800628,Other
4090,NCT00000411,Other
5337,NCT03589703,Other
8766,NCT04034004,Other
2162,NCT02482610,Other
4088,NCT03702920,Other
2162,NCT02482610,Other
2162,NCT02482610,Other
5334,NCT03646084,Other
4193,NCT01967394,Other
5334,NCT03646084,Other
5328,NCT01038323,Other
7413,NCT04060017,Other
8776,NCT00813423,Other
2176,NCT00546858,Other
2199,NCT03266471,Other
8017,NCT01695291,Other
2144,NCT02515578,Other
7927,NCT00134056,Other
7417,NCT01426555,Other
7416,NCT03503097,Other
5306,NCT03678207,Other
8748,NCT02140021,Other
4193,NCT01967394,Other
2192,NCT02531958,Other
2144,NCT02515578,Other
2191,NCT00452582,Other
5309,NCT03843021,Other
5340,NCT03811847,Other
5310,NCT03206164,Other
4094,NCT03422276,Other
8773,NCT01440907,Other
3769,NCT00668928,Other
5311,NCT03610555,Other
3771,NCT03339245,Other
3771,NCT03339245,Other
2188,NCT00615706,Other
7416,NCT03503097,Other
7416,NCT03503097,Other
7415,NCT00350714,Other
2180,NCT03420638,Other
8771,NCT03377855,Other
8769,NCT02754557,Other
5321,NCT03718585,Other
8738,NCT02896010,Other
7890,NCT02271074,Other
8738,NCT02896010,Other
8053,NCT02144649,Other
8669,NCT01505868,Other
5237,NCT04446468,Other
2345,NCT01252316,Other
7900,NCT01665690,Other
8691,NCT00118157,Other
2345,NCT01252316,Other
8670,NCT00678769,Other
2285,NCT03313765,Other
5230,NCT04356274,Other
5230,NCT04356274,Other
7898,NCT03884816,Other
3701,NCT01742117,Other
8689,NCT02520115,Other
3669,NCT01951417,Other
5223,NCT01199666,Other
5222,NCT04184843,Other
7896,NCT03124277,Other
2279,NCT01760408,Other
5188,NCT03442192,Other
3700,NCT00729937,Other
8666,NCT00258752,Other
5247,NCT04421755,Other
2266,NCT00586300,Other
5185,NCT01467050,Other
4123,NCT04171466,Other
4123,NCT04171466,Other
5244,NCT01156701,Other
2270,NCT04203238,Other
2270,NCT04203238,Other
5185,NCT01467050,Other
7903,NCT04216030,Other
7902,NCT02848235,Other
8698,NCT03384836,Other
8053,NCT02144649,Other
4129,NCT00385697,Other
3669,NCT01951417,Other
8666,NCT00258752,Other
4130,NCT03777020,Other
2302,NCT02879812,Other
2302,NCT02879812,Other
5247,NCT04421755,Other
7446,NCT02269423,Other
7887,NCT03371186,Other
7449,NCT02878382,Other
8057,NCT01530321,Other
7887,NCT03371186,Other
2323,NCT00746993,Other
4146,NCT04000971,Other
5197,NCT00991978,Other
4146,NCT04000971,Other
4155,NCT02299726,Other
2329,NCT00548639,Other
2329,NCT00548639,Other
7888,NCT03135366,Other
7892,NCT01389219,Other
5191,NCT01616537,Other
8061,NCT02272998,Other
7890,NCT02271074,Other
8067,NCT04332172,Other
7449,NCT02878382,Other
8057,NCT01530321,Other
2302,NCT02879812,Other
8056,NCT03710109,Other
2302,NCT02879812,Other
2302,NCT02879812,Other
2302,NCT02879812,Other
4140,NCT02354482,Other
2303,NCT02174978,Other
3698,NCT01696721,Other
8670,NCT00678769,Other
8673,NCT00944060,Other
7887,NCT03371186,Other
8674,NCT00764517,Other
7887,NCT03371186,Other
3695,NCT03107468,Other
4161,NCT03042117,Other
3695,NCT03107468,Other
8072,NCT03015896,Other
5220,NCT02417506,Other
5219,NCT03451461,Other
2266,NCT00586300,Other
2264,NCT02458313,Other
8737,NCT03126981,Other
2369,NCT00538083,Other
2367,NCT04266314,Other
8657,NCT01749384,Other
8732,NCT00896701,Other
8732,NCT00896701,Other
8732,NCT00896701,Other
2233,NCT03565653,Other
2233,NCT03565653,Other
4113,NCT04368988,Other
7430,NCT02630225,Other
8657,NCT01749384,Other
4113,NCT04368988,Other
7430,NCT02630225,Other
8728,NCT03722316,Other
2363,NCT01726985,Other
8728,NCT03722316,Other
8727,NCT00085124,Other
2239,NCT01109602,Other
3734,NCT02814552,Other
3734,NCT02814552,Other
7455,NCT03282110,Other
2230,NCT01299896,Other
8737,NCT03126981,Other
2374,NCT03976336,Other
5172,NCT02500589,Other
7426,NCT02467933,Other
8736,NCT03315663,Other
8736,NCT03315663,Other
5174,NCT03694028,Other
2371,NCT01315483,Other
7426,NCT02467933,Other
7426,NCT02467933,Other
5174,NCT03694028,Other
4113,NCT04368988,Other
2369,NCT00538083,Other
7427,NCT02345434,Other
5278,NCT03806257,Other
2230,NCT01299896,Other
2369,NCT00538083,Other
8035,NCT01112709,Other
7885,NCT03944395,Other
4123,NCT04171466,Other
2356,NCT01173276,Other
5254,NCT00932295,Other
5254,NCT00932295,Other
5254,NCT00932295,Other
8661,NCT03629678,Other
7905,NCT04034381,Other
8662,NCT01208142,Other
8708,NCT01941810,Other
7904,NCT04119375,Other
8708,NCT01941810,Other
7453,NCT01826760,Other
2259,NCT01857245,Other
2260,NCT03081871,Other
2260,NCT03081871,Other
2260,NCT03081871,Other
7903,NCT04216030,Other
2133,NCT03441503,Other
7887,NCT03371186,Other
5254,NCT00932295,Other
8716,NCT03602014,Other
7911,NCT01072279,Other
3724,NCT04240288,Other
5180,NCT03007485,Other
2241,NCT02865967,Other
2241,NCT02865967,Other
5181,NCT02476721,Other
7911,NCT01072279,Other
2247,NCT02703701,Other
7910,NCT01856673,Other
7432,NCT01750684,Other
7433,NCT01654094,Other
7435,NCT02656017,Other
5265,NCT02556996,Other
5264,NCT01072019,Other
2358,NCT04481373,Other
5263,NCT04555239,Other
7907,NCT03455127,Other
2357,NCT03678870,Other
3724,NCT04240288,Other
8048,NCT02763150,Other
4511,NCT03593330,Other
5350,NCT03683147,Other
5505,NCT03716440,Other
1886,NCT00942513,Other
1886,NCT00942513,Other
5542,NCT02346162,Other
7309,NCT04474093,Other
7310,NCT04028180,Other
5537,NCT03860818,Other
7310,NCT04028180,Other
5534,NCT02339493,Other
5533,NCT00223080,Other
1891,NCT03480854,Other
8886,NCT02522923,Other
7321,NCT01093053,Other
8886,NCT02522923,Other
5521,NCT03175536,Other
5518,NCT01110005,Other
5518,NCT01110005,Other
7329,NCT01301053,Other
7329,NCT01301053,Other
7332,NCT02587351,Other
5506,NCT03487692,Other
7958,NCT03991182,Other
1886,NCT00942513,Other
1886,NCT00942513,Other
1886,NCT00942513,Other
1882,NCT01293617,Other
1869,NCT02873299,Other
1869,NCT02873299,Other
3926,NCT00453362,Other
3926,NCT00453362,Other
5543,NCT02789176,Other
5543,NCT02789176,Other
1880,NCT01402973,Other
1881,NCT01295684,Other
1881,NCT01295684,Other
1882,NCT01293617,Other
1886,NCT00942513,Other
1883,NCT01283672,Other
1884,NCT00942695,Other
1884,NCT00942695,Other
1884,NCT00942695,Other
1885,NCT00942656,Other
1885,NCT00942656,Other
1885,NCT00942656,Other
1885,NCT00942656,Other
1886,NCT00942513,Other
5506,NCT03487692,Other
7958,NCT03991182,Other
7971,NCT02169024,Other
1913,NCT03018119,Other
1935,NCT02731066,Other
1935,NCT02731066,Other
1935,NCT02731066,Other
1937,NCT01100905,Other
4013,NCT02167022,Other
3894,NCT04296344,Other
5495,NCT00156390,Other
1945,NCT00528814,Other
3894,NCT04296344,Other
7980,NCT00775645,Other
5491,NCT03501420,Other
5491,NCT03501420,Other
5491,NCT03501420,Other
1950,NCT04303676,Other
4015,NCT02664012,Other
1950,NCT04303676,Other
4015,NCT02664012,Other
4015,NCT02664012,Other
4015,NCT02664012,Other
4015,NCT02664012,Other
5486,NCT03533556,Other
1935,NCT02731066,Other
1934,NCT03250234,Other
1934,NCT03250234,Other
7335,NCT02582957,Other
5505,NCT03716440,Other
1914,NCT02115724,Other
1914,NCT02115724,Other
7958,NCT03991182,Other
7956,NCT01099449,Other
3994,NCT01196429,Other
1918,NCT03985449,Other
1918,NCT03985449,Other
1918,NCT03985449,Other
1926,NCT03407443,Other
7977,NCT00776100,Other
1926,NCT03407443,Other
1927,NCT02544035,Other
1927,NCT02544035,Other
4005,NCT04435873,Other
4007,NCT03064932,Other
1930,NCT02863081,Other
1930,NCT02863081,Other
7976,NCT00880191,Other
1931,NCT04359082,Other
5551,NCT01957501,Other
1866,NCT02856802,Other
5350,NCT03683147,Other
5610,NCT00682773,Other
7268,NCT02993458,Other
5625,NCT01955408,Other
7968,NCT00450281,Other
3969,NCT01177176,Other
1779,NCT03377569,Other
5622,NCT01006824,Other
5622,NCT01006824,Other
3943,NCT04577599,Other
7269,NCT03052010,Other
7968,NCT00450281,Other
7968,NCT00450281,Other
1784,NCT01321944,Other
3941,NCT03060538,Other
3971,NCT02688660,Other
7968,NCT00450281,Other
1791,NCT01075165,Other
1791,NCT01075165,Other
3937,NCT03242070,Other
8922,NCT03859011,Other
7968,NCT00450281,Other
7272,NCT01338701,Other
5626,NCT03107546,Other
7268,NCT02993458,Other
7268,NCT02993458,Other
3968,NCT04023604,Other
1758,NCT01691378,Other
5645,NCT02655458,Other
5645,NCT02655458,Other
7967,NCT01124695,Other
7256,NCT00248300,Other
1762,NCT02995915,Other
3954,NCT00007631,Other
5640,NCT02393365,Other
3968,NCT04023604,Other
3969,NCT01177176,Other
7268,NCT02993458,Other
3949,NCT04243343,Other
1767,NCT01900834,Other
1769,NCT03851744,Other
1769,NCT03851744,Other
7267,NCT02938975,Other
7267,NCT02938975,Other
7267,NCT02938975,Other
5635,NCT00823381,Other
7267,NCT02938975,Other
5611,NCT03259893,Other
1796,NCT02269514,Other
7970,NCT01385137,Other
1796,NCT02269514,Other
7295,NCT03905668,Other
7295,NCT03905668,Other
7295,NCT03905668,Other
7295,NCT03905668,Other
5573,NCT01034579,Other
5573,NCT01034579,Other
8911,NCT00248612,Other
8911,NCT00248612,Other
1838,NCT00350337,Other
8909,NCT03609671,Other
7295,NCT03905668,Other
5569,NCT02938130,Other
1847,NCT00967915,Other
5564,NCT01991249,Other
1852,NCT02779231,Other
1854,NCT02608853,Other
5561,NCT03579108,Other
1855,NCT01617109,Other
5559,NCT03429322,Other
1858,NCT00855153,Other
8898,NCT04004325,Other
5580,NCT03194906,Other
5580,NCT03194906,Other
7969,NCT03341858,Other
5600,NCT04170803,Other
1796,NCT02269514,Other
1796,NCT02269514,Other
1796,NCT02269514,Other
7275,NCT04071600,Other
8922,NCT03859011,Other
8921,NCT03687086,Other
1805,NCT00591448,Other
1807,NCT00333203,Other
1809,NCT03570320,Other
7278,NCT02949037,Other
5584,NCT02070328,Other
1814,NCT00995917,Other
1814,NCT00995917,Other
8921,NCT03687086,Other
1819,NCT01293604,Other
8920,NCT02165735,Other
1821,NCT00325533,Other
7282,NCT01502449,Other
7284,NCT01175993,Other
1827,NCT02997345,Other
7340,NCT02668276,Other
7340,NCT02668276,Other
7342,NCT01866735,Other
8010,NCT03736382,Other
3814,NCT03407625,Other
8822,NCT02905929,Other
7934,NCT00382070,Other
5399,NCT00178802,Other
5397,NCT02475850,Other
5397,NCT02475850,Other
5396,NCT03956810,Other
5396,NCT03956810,Other
4078,NCT03937960,Other
2070,NCT03492229,Other
2070,NCT03492229,Other
8816,NCT02787434,Other
8814,NCT01932242,Other
5390,NCT01844492,Other
5389,NCT02876588,Other
5389,NCT02876588,Other
2079,NCT01876667,Other
5152,NCT03255564,Other
7392,NCT01611350,Other
7392,NCT01611350,Other
7392,NCT01611350,Other
3814,NCT03407625,Other
8824,NCT04030962,Other
4071,NCT04202900,Other
8831,NCT03727815,Other
1,NCT04474496,Other
5414,NCT02157597,Other
7377,NCT02975596,Other
2037,NCT03055429,Other
5410,NCT03542084,Other
8832,NCT03995667,Other
8831,NCT03727815,Other
4070,NCT00939380,Other
8002,NCT03010644,Other
7384,NCT00865553,Other
8824,NCT04030962,Other
4070,NCT00939380,Other
7384,NCT00865553,Other
7384,NCT00865553,Other
8830,NCT02823262,Other
8830,NCT02823262,Other
5407,NCT03795233,Other
2049,NCT00379652,Other
5405,NCT02839915,Other
7386,NCT02553148,Other
5383,NCT02781675,Other
4078,NCT03937960,Other
5481,NCT02139436,Other
3804,NCT04482699,Other
2111,NCT02364570,Other
5365,NCT02774330,Other
5363,NCT03756454,Other
2114,NCT00218179,Other
7405,NCT01194024,Other
2119,NCT01839903,Other
2119,NCT01839903,Other
8014,NCT03176004,Other
4083,NCT04266834,Other
8781,NCT03199079,Other
2124,NCT02482675,Other
2124,NCT02482675,Other
2124,NCT02482675,Other
2124,NCT02482675,Other
3787,NCT01547351,Other
7407,NCT02439736,Other
5356,NCT02609529,Other
8779,NCT03212677,Other
4086,NCT04604418,Other
5353,NCT03880812,Other
3783,NCT02752282,Other
2111,NCT02364570,Other
2111,NCT02364570,Other
2111,NCT02364570,Other
7930,NCT00008385,Other
8010,NCT03736382,Other
8802,NCT01647438,Other
8010,NCT03736382,Other
8011,NCT03896165,Other
7396,NCT01158976,Other
2093,NCT00097838,Other
5373,NCT04294095,Other
8797,NCT03158038,Other
5373,NCT04294095,Other
2096,NCT02069782,Other
2111,NCT02364570,Other
8012,NCT02912078,Other
8012,NCT02912078,Other
8792,NCT03283553,Other
8792,NCT03283553,Other
8790,NCT03300297,Other
8790,NCT03300297,Other
8790,NCT03300297,Other
8790,NCT03300297,Other
2108,NCT01403428,Other
7377,NCT02975596,Other
7377,NCT02975596,Other
7377,NCT02975596,Other
4070,NCT00939380,Other
4032,NCT00664040,Other
4032,NCT00664040,Other
8869,NCT02972255,Other
5471,NCT02635334,Other
1973,NCT03006276,Other
5469,NCT01879033,Other
5469,NCT01879033,Other
8869,NCT02972255,Other
3864,NCT03924414,Other
7989,NCT04032106,Other
7989,NCT04032106,Other
7989,NCT04032106,Other
8868,NCT02679729,Other
4036,NCT04530032,Other
4036,NCT04530032,Other
5463,NCT04561050,Other
7352,NCT03065101,Other
7945,NCT01439945,Other
1988,NCT01532986,Other
1988,NCT01532986,Other
3853,NCT01880853,Other
3867,NCT00005137,Other
4032,NCT00664040,Other
5472,NCT04297761,Other
7948,NCT01009918,Other
5481,NCT02139436,Other
7950,NCT00081250,Other
7949,NCT00489411,Other
7984,NCT02940301,Other
7985,NCT02760030,Other
8881,NCT03241732,Other
7343,NCT01130987,Other
7345,NCT02518893,Other
3876,NCT04605783,Other
1966,NCT00278772,Other
4032,NCT00664040,Other
1967,NCT01188473,Other
7345,NCT02518893,Other
1968,NCT03009019,Other
8875,NCT04019977,Other
7346,NCT03492021,Other
7346,NCT03492021,Other
7946,NCT01376349,Other
5472,NCT04297761,Other
7985,NCT02760030,Other
5458,NCT02024672,Other
5457,NCT01937468,Other
3853,NCT01880853,Other
7373,NCT01170546,Other
7371,NCT03882515,Other
7371,NCT03882515,Other
5427,NCT03056625,Other
5427,NCT03056625,Other
5426,NCT04308356,Other
5426,NCT04308356,Other
7371,NCT03882515,Other
7372,NCT03952182,Other
7372,NCT03952182,Other
5421,NCT03590509,Other
5430,NCT01442493,Other
5421,NCT03590509,Other
7373,NCT01170546,Other
4064,NCT04351841,Other
7373,NCT01170546,Other
7998,NCT02831582,Other
4064,NCT04351841,Other
8000,NCT04498975,Other
7936,NCT01011478,Other
8835,NCT00624520,Other
5430,NCT01442493,Other
7939,NCT03360799,Other
3853,NCT01880853,Other
4058,NCT03486405,Other
3849,NCT03263975,Other
1995,NCT03311646,Other
1995,NCT03311646,Other
4044,NCT02757937,Other
8855,NCT00769951,Other
8855,NCT00769951,Other
1999,NCT02408029,Other
7942,NCT00040885,Other
4058,NCT03486405,Other
7940,NCT00058357,Other
3830,NCT01123577,Other
5440,NCT02530619,Other
2008,NCT03323008,Other
5440,NCT02530619,Other
7361,NCT03962712,Other
7361,NCT03962712,Other
5434,NCT04217902,Other
5434,NCT04217902,Other
5433,NCT01480167,Other
7367,NCT01623492,Other
2079,NCT01876667,Other
8117,NCT03730259,Other
8654,NCT01222689,Other
8445,NCT01527955,Other
3332,NCT02974764,Other
4397,NCT04569344,Other
2920,NCT00169754,Other
4731,NCT02812030,Other
2924,NCT02188381,Other
4730,NCT03366363,Other
4399,NCT04293536,Other
4401,NCT01817244,Other
4724,NCT03595410,Other
4723,NCT04034784,Other
7662,NCT03755401,Other
7662,NCT03755401,Other
7663,NCT03059082,Other
7666,NCT02298361,Other
4716,NCT04577911,Other
4715,NCT03512730,Other
8232,NCT01811940,Other
3322,NCT03543735,Other
8413,NCT02342795,Other
7670,NCT02225847,Other
4404,NCT04266821,Other
8229,NCT03740139,Other
4740,NCT01766960,Other
2904,NCT03304548,Other
8435,NCT02802774,Other
4752,NCT01191411,Other
4749,NCT04352634,Other
4748,NCT04108702,Other
8438,NCT02527980,Other
2892,NCT04173884,Other
2892,NCT04173884,Other
2894,NCT01309217,Other
7652,NCT03672461,Other
7652,NCT03672461,Other
8435,NCT02802774,Other
7656,NCT03272074,Other
8435,NCT02802774,Other
7653,NCT04113135,Other
7653,NCT04113135,Other
8434,NCT03885232,Other
2899,NCT04090879,Other
2899,NCT04090879,Other
8433,NCT01552213,Other
2900,NCT04317924,Other
8433,NCT01552213,Other
2944,NCT03007134,Other
8413,NCT02342795,Other
4406,NCT04204018,Other
4677,NCT02232269,Other
4411,NCT02301195,Other
4411,NCT02301195,Other
4413,NCT02551666,Other
4413,NCT02551666,Other
7685,NCT03478553,Other
7685,NCT03478553,Other
7685,NCT03478553,Other
4677,NCT02232269,Other
4677,NCT02232269,Other
8236,NCT03511001,Other
2977,NCT03807817,Other
8391,NCT02860442,Other
3298,NCT00813605,Other
8239,NCT00736268,Other
3298,NCT00813605,Other
7805,NCT01927523,Other
2993,NCT03229356,Other
2993,NCT03229356,Other
2994,NCT03061188,Other
2994,NCT03061188,Other
2977,NCT03807817,Other
2977,NCT03807817,Other
7673,NCT03266120,Other
3318,NCT03490045,Other
7673,NCT03266120,Other
7674,NCT03170297,Other
7676,NCT03202745,Other
7676,NCT03202745,Other
7677,NCT03677674,Other
2952,NCT02580032,Other
8407,NCT02708069,Other
8407,NCT02708069,Other
4407,NCT02170532,Other
3318,NCT03490045,Other
4683,NCT02561390,Other
7682,NCT00732173,Other
4410,NCT00806910,Other
4689,NCT02880527,Other
7682,NCT00732173,Other
7682,NCT00732173,Other
8396,NCT02693327,Other
7683,NCT03935282,Other
8396,NCT02693327,Other
7684,NCT03502096,Other
2885,NCT01137669,Other
4752,NCT01191411,Other
8210,NCT00271739,Other
4752,NCT01191411,Other
4809,NCT02268331,Other
4809,NCT02268331,Other
4384,NCT02222662,Other
4804,NCT01090583,Other
2824,NCT00627185,Other
4799,NCT04414371,Other
4795,NCT02613767,Other
2829,NCT00495209,Other
4795,NCT02613767,Other
4792,NCT02956174,Other
4385,NCT02351544,Other
4385,NCT02351544,Other
4385,NCT02351544,Other
2833,NCT02970968,Other
4791,NCT04335331,Other
4385,NCT02351544,Other
4791,NCT04335331,Other
4387,NCT01811316,Other
3344,NCT01323114,Other
2838,NCT04294303,Other
2838,NCT04294303,Other
4384,NCT02222662,Other
4810,NCT04499495,Other
8215,NCT02147613,Other
4369,NCT02230566,Other
4820,NCT04442867,Other
