,NCTId,InterventionBrowseBranchAbbrev
7657,NCT00978497,Infe
8092,NCT03481049,Infe
8263,NCT00079456,Infe
1200,NCT01234103,Infe
7650,NCT03850509,Infe
9818,NCT03883581,Infe
9812,NCT03890471,Infe
6620,NCT00342355,Infe
8208,NCT02191306,Infe
9629,NCT04038671,Infe
9807,NCT03898115,Infe
1920,NCT00380445,Infe
7379,NCT02504931,Infe
7663,NCT03059082,Infe
9836,NCT03875209,Infe
7355,NCT03386539,Infe
9845,NCT03867682,Infe
7359,NCT02008877,Infe
7367,NCT01623492,Infe
6910,NCT01229748,Infe
8245,NCT03112720,Infe
8303,NCT00026221,Infe
1923,NCT00037206,Infe
8015,NCT00004048,Infe
1271,NCT00859105,Infe
9332,NCT04291066,Infe
6920,NCT04537689,Infe
8017,NCT01695291,Infe
9616,NCT04047420,Infe
7317,NCT00822692,Infe
7722,NCT04115813,Infe
1183,NCT01375036,Infe
7724,NCT00829114,Infe
1553,NCT02228967,Infe
8269,NCT04117022,Infe
9551,NCT04091022,Infe
9907,NCT03823911,Infe
6717,NCT01168687,Infe
1830,NCT01704768,Infe
8124,NCT02213029,Infe
7269,NCT03052010,Infe
9901,NCT03829566,Infe
6158,NCT00636441,Infe
6160,NCT00591864,Infe
8165,NCT00320749,Infe
9468,NCT04171817,Infe
1552,NCT02911285,Infe
6715,NCT01186315,Infe
6152,NCT00720096,Infe
1179,NCT01769456,Infe
1997,NCT04461184,Infe
6876,NCT01698879,Infe
1308,NCT04274959,Infe
1178,NCT01772823,Infe
6867,NCT03852628,Infe
8127,NCT01276600,Infe
7799,NCT04060342,Infe
6448,NCT00451867,Infe
1709,NCT01632995,Infe
9918,NCT03818191,Infe
7798,NCT00256750,Infe
9926,NCT03812146,Infe
6446,NCT00481689,Infe
7059,NCT01128140,Infe
6719,NCT01087736,Infe
9380,NCT04246996,Infe
9554,NCT04090684,Infe
7276,NCT03416348,Infe
7277,NCT03236012,Infe
7731,NCT00901979,Infe
9581,NCT04073212,Infe
8169,NCT01535924,Infe
9884,NCT03842670,Infe
6426,NCT04306705,Infe
1549,NCT02617940,Infe
7996,NCT01058395,Infe
1182,NCT04496414,Infe
9579,NCT04074343,Infe
8298,NCT01130506,Infe
6197,NCT02045784,Infe
6605,NCT00795678,Infe
1283,NCT02223338,Infe
9584,NCT04072445,Infe
9872,NCT03849456,Infe
6428,NCT04117607,Infe
7740,NCT00441298,Infe
1467,NCT01093885,Infe
7747,NCT01624337,Infe
6889,NCT00693121,Infe
7285,NCT03227861,Infe
6435,NCT02888912,Infe
7755,NCT02775929,Infe
7753,NCT04092114,Infe
7752,NCT04312334,Infe
1288,NCT03043300,Infe
7741,NCT00136370,Infe
9892,NCT03837522,Infe
7745,NCT00858988,Infe
9891,NCT03838367,Infe
8115,NCT04441307,Infe
7742,NCT04169269,Infe
6894,NCT02118454,Infe
8259,NCT00514449,Infe
6686,NCT00000700,Infe
8295,NCT02835729,Infe
9348,NCT04273282,Infe
7516,NCT01386294,Infe
6346,NCT02635971,Infe
8063,NCT00604214,Infe
1511,NCT03535272,Infe
7514,NCT01572532,Infe
1858,NCT00855153,Infe
7511,NCT03127397,Infe
1856,NCT00037219,Infe
1811,NCT03403621,Infe
7510,NCT03431558,Infe
7457,NCT02791945,Infe
6936,NCT03826303,Infe
9733,NCT03956056,Infe
1249,NCT02130323,Infe
6941,NCT01707030,Infe
9697,NCT03985423,Infe
7519,NCT00513500,Infe
8078,NCT01389544,Infe
9754,NCT03938077,Infe
8184,NCT02022657,Infe
8331,NCT01772290,Infe
1253,NCT01663558,Infe
9755,NCT03937531,Infe
7535,NCT00627250,Infe
6933,NCT01955382,Infe
7527,NCT02983864,Infe
7443,NCT00675714,Infe
7441,NCT02832778,Infe
7442,NCT02236078,Infe
7523,NCT00164281,Infe
7520,NCT00396526,Infe
9687,NCT03995979,Infe
6935,NCT04522973,Infe
6636,NCT01286142,Infe
7508,NCT04092257,Infe
9423,NCT04218799,Infe
8187,NCT02025439,Infe
8193,NCT04470544,Infe
7489,NCT02725255,Infe
7488,NCT02894294,Infe
7474,NCT01175707,Infe
6331,NCT04477083,Infe
1838,NCT00350337,Infe
6640,NCT03869671,Infe
6645,NCT02187224,Infe
1520,NCT00183742,Infe
7480,NCT02591420,Infe
7479,NCT02169882,Infe
6326,NCT02338024,Infe
1829,NCT01516255,Infe
8253,NCT02812147,Infe
9712,NCT03976258,Infe
7491,NCT01052584,Infe
7493,NCT00213083,Infe
8327,NCT04369742,Infe
9727,NCT03962725,Infe
1812,NCT03973177,Infe
7504,NCT00272220,Infe
9706,NCT03980769,Infe
7464,NCT01976780,Infe
1514,NCT00183885,Infe
1815,NCT00127699,Infe
1848,NCT00814905,Infe
8067,NCT04332172,Infe
7502,NCT02515149,Infe
6305,NCT03494738,Infe
8251,NCT01649947,Infe
7473,NCT00446979,Infe
7501,NCT04050449,Infe
7500,NCT01023477,Infe
6349,NCT03005145,Infe
6282,NCT00298610,Infe
7537,NCT02709317,Infe
1259,NCT00002434,Infe
6682,NCT03765567,Infe
7593,NCT01582711,Infe
7591,NCT03844061,Infe
1498,NCT01494350,Infe
6681,NCT03043326,Infe
7421,NCT01444612,Infe
6250,NCT04283513,Infe
6251,NCT04203186,Infe
7590,NCT03839719,Infe
7586,NCT03077919,Infe
9359,NCT04263259,Infe
1499,NCT00691184,Infe
7583,NCT00235235,Infe
6680,NCT00837239,Infe
9773,NCT03922724,Infe
7596,NCT01661283,Infe
9427,NCT04214249,Infe
1789,NCT01932996,Infe
1526,NCT02375256,Infe
9801,NCT03902171,Infe
7394,NCT01121406,Infe
1205,NCT00002298,Infe
7400,NCT03395028,Infe
7410,NCT02595034,Infe
1788,NCT00681200,Infe
1909,NCT01149759,Infe
1261,NCT00002103,Infe
8030,NCT02593474,Infe
7610,NCT02032277,Infe
1908,NCT00118898,Infe
1491,NCT02223065,Infe
9793,NCT03907449,Infe
7414,NCT02374060,Infe
6925,NCT03762772,Infe
8082,NCT00397735,Infe
6253,NCT02491606,Infe
6273,NCT00606580,Infe
7430,NCT02630225,Infe
6269,NCT00992693,Infe
6665,NCT02360020,Infe
6270,NCT00868946,Infe
6271,NCT00703924,Infe
6272,NCT00623168,Infe
9760,NCT03933631,Infe
1260,NCT00002317,Infe
1524,NCT00159471,Infe
6274,NCT00490230,Infe
7433,NCT01654094,Infe
9759,NCT03933904,Infe
8256,NCT02717754,Infe
9679,NCT04000555,Infe
6666,NCT01861951,Infe
6268,NCT01032382,Infe
6254,NCT02488980,Infe
9659,NCT04016233,Infe
9358,NCT04263831,Infe
6255,NCT02488902,Infe
6256,NCT02483260,Infe
6671,NCT04466423,Infe
7572,NCT01988909,Infe
6261,NCT01790659,Infe
9766,NCT03929211,Infe
7548,NCT01125124,Infe
6263,NCT01536795,Infe
6669,NCT00341887,Infe
9664,NCT04014400,Infe
6265,NCT01290601,Infe
6266,NCT01083576,Infe
9424,NCT04218370,Infe
7804,NCT00860470,Infe
9903,NCT03828682,Infe
6451,NCT00782353,Infe
7899,NCT00272779,Infe
2078,NCT00338741,Infe
6752,NCT03762291,Infe
1062,NCT01078246,Infe
6575,NCT02083679,Infe
6520,NCT03867812,Infe
6834,NCT03417388,Infe
1646,NCT01596998,Infe
92,NCT00959933,Infe
8387,NCT00504023,Infe
6519,NCT03820921,Infe
93,NCT00960479,Infe
8237,NCT04363450,Infe
7088,NCT03279120,Infe
1053,NCT02420041,Infe
7900,NCT01665690,Infe
83,NCT02128542,Infe
82,NCT01641029,Infe
8391,NCT02860442,Infe
6521,NCT04032171,Infe
8394,NCT00002381,Infe
6522,NCT04032158,Infe
6759,NCT01667276,Infe
7180,NCT02386878,Infe
6011,NCT03615196,Infe
7181,NCT01280162,Infe
7916,NCT01006018,Infe
7186,NCT04370977,Infe
6574,NCT00777296,Infe
1141,NCT00414518,Infe
1065,NCT01589978,Infe
7183,NCT01443078,Infe
6014,NCT03535688,Infe
1357,NCT02979613,Infe
6577,NCT03828019,Infe
6515,NCT03198819,Infe
7922,NCT00072046,Infe
7897,NCT02415595,Infe
7886,NCT03880006,Infe
6846,NCT00718393,Infe
8280,NCT01910402,Infe
1436,NCT01465503,Infe
8283,NCT00783172,Infe
115,NCT00054743,Infe
6499,NCT01301638,Infe
1340,NCT01728142,Infe
7877,NCT00823979,Infe
7208,NCT01985269,Infe
1043,NCT02030990,Infe
2056,NCT00916539,Infe
8131,NCT00481182,Infe
6055,NCT02357836,Infe
7211,NCT01872390,Infe
7203,NCT02927496,Infe
1309,NCT00263887,Infe
109,NCT01927835,Infe
6845,NCT00119106,Infe
1655,NCT01205776,Infe
100,NCT00328380,Infe
7199,NCT03074799,Infe
6513,NCT01205178,Infe
7201,NCT02929134,Infe
1656,NCT01363037,Infe
8386,NCT01537887,Infe
7202,NCT02929121,Infe
2067,NCT01438307,Infe
7082,NCT02904369,Infe
7895,NCT00002306,Infe
7894,NCT00002074,Infe
7893,NCT00002305,Infe
8160,NCT01401023,Infe
1359,NCT02867059,Infe
7174,NCT02877732,Infe
7212,NCT01756469,Infe
6768,NCT03996876,Infe
7125,NCT04481048,Infe
7974,NCT01641809,Infe
9988,NCT03771638,Infe
9284,NCT04328467,Infe
8145,NCT01141049,Infe
7127,NCT04287478,Infe
7101,NCT02544061,Infe
6778,NCT02334384,Infe
6536,NCT01746979,Infe
1373,NCT00414011,Infe
6770,NCT03564795,Infe
7951,NCT00531817,Infe
35,NCT03242278,Infe
6818,NCT04176328,Infe
8277,NCT00941876,Infe
9506,NCT04126096,Infe
7960,NCT00075686,Infe
1389,NCT02898779,Infe
7964,NCT00040937,Infe
1119,NCT00004986,Infe
7115,NCT00111163,Infe
6553,NCT04392557,Infe
1606,NCT02060513,Infe
6792,NCT00178698,Infe
6,NCT01153880,Infe
12,NCT02663219,Infe
1113,NCT02274389,Infe
1403,NCT00006604,Infe
9407,NCT04229979,Infe
9283,NCT04329832,Infe
7109,NCT00349622,Infe
7962,NCT00016406,Infe
8273,NCT03069352,Infe
1103,NCT04001803,Infe
8402,NCT03461783,Infe
6760,NCT01452503,Infe
40,NCT02959827,Infe
1638,NCT03338803,Infe
60,NCT03276637,Infe
1086,NCT00936715,Infe
8271,NCT02333045,Infe
7162,NCT04568330,Infe
1083,NCT00799058,Infe
1640,NCT03756025,Infe
7166,NCT03865680,Infe
7089,NCT00109616,Infe
6828,NCT01496014,Infe
7170,NCT01508130,Infe
2094,NCT00123825,Infe
9981,NCT03775590,Infe
71,NCT03353480,Infe
7172,NCT03433183,Infe
8395,NCT03921242,Infe
6564,NCT02611648,Infe
7144,NCT03992274,Infe
2107,NCT00007735,Infe
1128,NCT01605864,Infe
7948,NCT01009918,Infe
1413,NCT03591510,Infe
1101,NCT02498301,Infe
6562,NCT04562779,Infe
1636,NCT01273220,Infe
7142,NCT01046825,Infe
7937,NCT00041119,Infe
49,NCT02773979,Infe
7943,NCT00087178,Infe
6762,NCT04601532,Infe
7941,NCT00110084,Infe
8234,NCT00176462,Infe
1092,NCT02960568,Infe
6056,NCT02353026,Infe
1521,NCT00159445,Infe
8241,NCT00332228,Infe
6732,NCT02046109,Infe
6464,NCT00002309,Infe
7839,NCT00827112,Infe
156,NCT03346603,Infe
7981,NCT00124579,Infe
1324,NCT01808352,Infe
1696,NCT00936000,Infe
1318,NCT04073719,Infe
6852,NCT00859781,Infe
6082,NCT01760785,Infe
1683,NCT01865123,Infe
7230,NCT02405026,Infe
2040,NCT02572505,Infe
6080,NCT01810276,Infe
6864,NCT01126697,Infe
1013,NCT01241513,Infe
8288,NCT00751270,Infe
7852,NCT01313208,Infe
1325,NCT00662012,Infe
6079,NCT01820455,Infe
7819,NCT00742859,Infe
7229,NCT04330326,Infe
6488,NCT04365270,Infe
7226,NCT00140361,Infe
1572,NCT01618591,Infe
142,NCT02252159,Infe
7855,NCT00773734,Infe
7814,NCT00002090,Infe
1003,NCT03363464,Infe
7246,NCT01750268,Infe
7069,NCT00393874,Infe
6595,NCT01533155,Infe
2021,NCT02291133,Infe
8291,NCT00760279,Infe
7820,NCT01352637,Infe
7238,NCT01398319,Infe
9529,NCT04109924,Infe
1689,NCT00822263,Infe
6731,NCT01182883,Infe
8164,NCT00482963,Infe
8223,NCT00775476,Infe
6593,NCT00341003,Infe
7237,NCT01434173,Infe
8361,NCT02541032,Infe
6088,NCT01673594,Infe
7815,NCT02849080,Infe
7067,NCT00572884,Infe
2020,NCT02352259,Infe
7827,NCT02607865,Infe
7829,NCT02711267,Infe
6588,NCT04134273,Infe
9960,NCT03792516,Infe
1323,NCT02387203,Infe
157,NCT04281290,Infe
8130,NCT00148031,Infe
1567,NCT04255251,Infe
7856,NCT02386098,Infe
6097,NCT01547325,Infe
140,NCT01370954,Infe
7219,NCT00270764,Infe
1311,NCT02794116,Infe
7216,NCT00396500,Infe
6489,NCT02294318,Infe
6075,NCT01847469,Infe
7249,NCT01232881,Infe
7812,NCT01102972,Infe
7858,NCT01632241,Infe
136,NCT01568424,Infe
1442,NCT01613001,Infe
6580,NCT00157586,Infe
7218,NCT00351702,Infe
8355,NCT00002251,Infe
6583,NCT03905642,Infe
1700,NCT03224416,Infe
7074,NCT03866837,Infe
7862,NCT03828201,Infe
7813,NCT02216123,Infe
6739,NCT03302299,Infe
1332,NCT03614819,Infe
1331,NCT04532788,Infe
9540,NCT04098744,Infe
7857,NCT02697422,Infe
1333,NCT01862653,Infe
1038,NCT03525184,Infe
8357,NCT01196169,Infe
7215,NCT00407394,Infe
6734,NCT03211819,Infe
7220,NCT00270725,Infe
7256,NCT00248300,Infe
7868,NCT00337467,Infe
1328,NCT00657618,Infe
1671,NCT01904500,Infe
7247,NCT01749215,Infe
7222,NCT00222547,Infe
2460,NCT04016584,Hypo
8700,NCT01454284,Hypo
1719,NCT01464099,Hypo
8558,NCT04401904,Hypo
3201,NCT01570751,Hypo
3167,NCT00323414,Hypo
3338,NCT02290106,Hypo
6553,NCT04392557,Hypo
2555,NCT01364428,Hypo
1829,NCT01516255,Hypo
4538,NCT01524705,Hypo
4655,NCT01371266,Hypo
1098,NCT02974244,Hypo
1720,NCT01121276,Hypo
3079,NCT00909480,Hypo
2567,NCT00004992,Hypo
8929,NCT01128621,Hypo
7264,NCT02075307,Hypo
7247,NCT01749215,Hypo
7062,NCT00862095,Hypo
6540,NCT00382057,Hypo
1715,NCT01682902,Hypo
4348,NCT02192684,Hypo
2666,NCT00873964,Hypo
3349,NCT01620489,Hypo
7246,NCT01750268,Hypo
1813,NCT02235961,Hypo
1111,NCT02917057,Hypo
5285,NCT03207711,Hypo
9357,NCT04264897,Hypo
1697,NCT01605773,Hypo
1603,NCT02963935,Hypo
6546,NCT00513643,Hypo
3328,NCT01714102,Hypo
1716,NCT00873223,Hypo
2464,NCT00071448,Hypo
7266,NCT01399138,Hypo
1710,NCT01125553,Hypo
6344,NCT02932475,Hypo
2469,NCT02298192,Hypo
5434,NCT04217902,Hypo
4659,NCT02267317,Hypo
3186,NCT01618162,Hypo
2565,NCT00411892,Hypo
2661,NCT00537303,Hypo
9010,NCT04581603,Hypo
3148,NCT00943501,Hypo
2593,NCT00427154,Hypo
4702,NCT02045290,Hypo
3386,NCT01392573,Hypo
8104,NCT04106882,Hypo
2746,NCT01334554,Hypo
7012,NCT03712098,Hypo
8737,NCT03126981,Hypo
1778,NCT00101751,Hypo
2747,NCT02825251,Hypo
4773,NCT03499509,Hypo
7025,NCT02558829,Hypo
5469,NCT01879033,Hypo
1745,NCT01569841,Hypo
2618,NCT00798876,Hypo
3445,NCT01764685,Hypo
8508,NCT01182727,Hypo
1651,NCT01043510,Hypo
4751,NCT01369043,Hypo
7389,NCT00130312,Hypo
3448,NCT00238472,Hypo
9603,NCT04055012,Hypo
8622,NCT03616171,Hypo
4720,NCT04049045,Hypo
1755,NCT00620282,Hypo
1756,NCT00095446,Hypo
1757,NCT00264901,Hypo
2741,NCT00523042,Hypo
5364,NCT01702311,Hypo
1660,NCT01490658,Hypo
1759,NCT02870231,Hypo
1665,NCT00555750,Hypo
5256,NCT02570672,Hypo
8739,NCT02496780,Hypo
1195,NCT01308437,Hypo
2524,NCT01079234,Hypo
3298,NCT00813605,Hypo
7329,NCT01301053,Hypo
5232,NCT00187928,Hypo
5326,NCT03048500,Hypo
2643,NCT01135992,Hypo
6633,NCT01630980,Hypo
1003,NCT03363464,Hypo
2544,NCT01513473,Hypo
2727,NCT03029702,Hypo
2486,NCT00203996,Hypo
7435,NCT02656017,Hypo
5333,NCT00904046,Hypo
4791,NCT04335331,Hypo
3476,NCT01831765,Hypo
1725,NCT01473953,Hypo
2713,NCT00634842,Hypo
1638,NCT03338803,Hypo
9494,NCT04142229,Hypo
6612,NCT02144441,Hypo
4492,NCT02140788,Hypo
1647,NCT01489644,Hypo
5391,NCT00305097,Hypo
8523,NCT03731598,Hypo
3453,NCT01045447,Hypo
6480,NCT04373967,Hypo
3143,NCT00634764,Hypo
1735,NCT01511185,Hypo
2595,NCT02648204,Hypo
1161,NCT03202680,Hypo
1684,NCT01487811,Hypo
1731,NCT01497600,Hypo
3314,NCT01856907,Hypo
2754,NCT02205528,Hypo
1794,NCT00065130,Hypo
1730,NCT01511393,Hypo
7425,NCT01454154,Hypo
7390,NCT00130208,Hypo
9504,NCT04128995,Hypo
2946,NCT00598793,Hypo
2822,NCT00097084,Hypo
4888,NCT01633177,Hypo
3790,NCT00351832,Hypo
3788,NCT00325429,Hypo
2820,NCT00104182,Hypo
3786,NCT00097071,Hypo
1951,NCT00127296,Hypo
3632,NCT00978627,Hypo
5704,NCT04240483,Hypo
9855,NCT03864146,Hypo
1958,NCT00313001,Hypo
3644,NCT00518882,Hypo
7691,NCT02052037,Hypo
3645,NCT00318422,Hypo
6708,NCT01716338,Hypo
2823,NCT00095082,Hypo
8467,NCT01582451,Hypo
8212,NCT01297062,Hypo
7731,NCT00901979,Hypo
3013,NCT01326026,Hypo
4012,NCT01390909,Hypo
2223,NCT02179788,Hypo
2826,NCT01511198,Hypo
2948,NCT01713530,Hypo
2867,NCT02696148,Hypo
3658,NCT00260156,Hypo
1353,NCT00673465,Hypo
3956,NCT00982644,Hypo
2083,NCT02455011,Hypo
7643,NCT00386100,Hypo
3958,NCT02059564,Hypo
7656,NCT03272074,Hypo
3590,NCT00773279,Hypo
4228,NCT02755818,Hypo
7916,NCT01006018,Hypo
1920,NCT00380445,Hypo
8424,NCT01729299,Hypo
9828,NCT03878758,Hypo
3023,NCT00962806,Hypo
1925,NCT00703508,Hypo
9829,NCT03878745,Hypo
5128,NCT01395784,Hypo
8893,NCT01664624,Hypo
2202,NCT00663143,Hypo
7675,NCT00731887,Hypo
6037,NCT02988401,Hypo
4199,NCT02137512,Hypo
3794,NCT00414947,Hypo
9847,NCT03867344,Hypo
8651,NCT03229057,Hypo
2827,NCT00791895,Hypo
3952,NCT00102466,Hypo
3712,NCT01272232,Hypo
8353,NCT00704912,Hypo
7848,NCT02131272,Hypo
9439,NCT04205084,Hypo
3704,NCT00102388,Hypo
4061,NCT00835120,Hypo
8648,NCT01468987,Hypo
7810,NCT03136484,Hypo
2967,NCT00322257,Hypo
6731,NCT01182883,Hypo
3735,NCT00101673,Hypo
6719,NCT01087736,Hypo
3697,NCT00368134,Hypo
8433,NCT01552213,Hypo
3714,NCT00294723,Hypo
9953,NCT03795701,Hypo
7827,NCT02607865,Hypo
9951,NCT03796286,Hypo
7815,NCT02849080,Hypo
3722,NCT01346527,Hypo
8367,NCT03774186,Hypo
8892,NCT01748994,Hypo
2972,NCT00624767,Hypo
3699,NCT00110240,Hypo
2770,NCT02034513,Hypo
2860,NCT00333151,Hypo
2050,NCT00729560,Hypo
5849,NCT02297126,Hypo
3769,NCT00668928,Hypo
4022,NCT00819169,Hypo
4023,NCT00138593,Hypo
7756,NCT01413126,Hypo
2312,NCT02069379,Hypo
7861,NCT03862963,Hypo
3003,NCT01419652,Hypo
1984,NCT01999322,Hypo
4029,NCT00101712,Hypo
8349,NCT01435616,Hypo
7793,NCT02963922,Hypo
2834,NCT02305381,Hypo
2835,NCT01850615,Hypo
2997,NCT00097877,Hypo
4041,NCT03117998,Hypo
7785,NCT04393246,Hypo
4117,NCT01271023,Hypo
5766,NCT04028960,Hypo
4116,NCT02236598,Hypo
4045,NCT00300287,Hypo
2854,NCT01029288,Hypo
3576,NCT04005924,Hypo
2848,NCT02030600,Hypo
1360,NCT00191282,Hypo
2165,NCT04040894,Hypo
5616,NCT01602913,Hypo
3914,NCT00325117,Hypo
3915,NCT00972283,Hypo
2163,NCT03508739,Hypo
5035,NCT03349775,Hypo
5153,NCT03283657,Hypo
2419,NCT00102817,Hypo
3533,NCT01965756,Hypo
3534,NCT00115973,Hypo
2887,NCT00097279,Hypo
9788,NCT03912363,Hypo
4969,NCT00433173,Hypo
2414,NCT00436865,Hypo
3538,NCT00238498,Hypo
9087,NCT04515576,Hypo
1505,NCT01047735,Hypo
6820,NCT04215445,Hypo
1890,NCT00366301,Hypo
3550,NCT01941277,Hypo
3833,NCT00099957,Hypo
4834,NCT01881828,Hypo
1862,NCT00137254,Hypo
29,NCT00646438,Hypo
6286,NCT02156271,Hypo
3503,NCT00579150,Hypo
1232,NCT01369173,Hypo
5019,NCT00324675,Hypo
8069,NCT02641990,Hypo
8866,NCT01104701,Hypo
3509,NCT00380380,Hypo
2774,NCT00612040,Hypo
8858,NCT02206607,Hypo
6651,NCT01706211,Hypo
2915,NCT01680341,Hypo
3517,NCT00982228,Hypo
8584,NCT01481779,Hypo
8232,NCT01811940,Hypo
8585,NCT02700698,Hypo
1854,NCT02608853,Hypo
3050,NCT01950650,Hypo
1407,NCT03430310,Hypo
1859,NCT00464386,Hypo
8490,NCT00846872,Hypo
2935,NCT00283751,Hypo
2928,NCT00106366,Hypo
1491,NCT02223065,Hypo
3041,NCT00399711,Hypo
2385,NCT02714413,Hypo
5651,NCT02683187,Hypo
8852,NCT03723395,Hypo
2387,NCT01040663,Hypo
3573,NCT01045707,Hypo
8484,NCT01790438,Hypo
8780,NCT01802944,Hypo
69,NCT02857764,Hypo
2878,NCT01676116,Hypo
8395,NCT03921242,Hypo
7616,NCT04075513,Hypo
3826,NCT00732147,Hypo
6798,NCT03030703,Hemat
8150,NCT00568308,Hemat
2966,NCT01996072,Hemat
151,NCT01034865,Hemat
9499,NCT04134559,Hemat
6541,NCT01420016,Hemat
6558,NCT00424294,Hemat
6746,NCT01449825,Hemat
8690,NCT00410904,Hemat
145,NCT01358552,Hemat
7229,NCT04330326,Hemat
5847,NCT01793090,Hemat
6584,NCT01175291,Hemat
2156,NCT00983463,Hemat
2157,NCT00018551,Hemat
5894,NCT02253654,Hemat
7226,NCT00140361,Hemat
1153,NCT02097173,Hemat
6850,NCT02286921,Hemat
7224,NCT00213096,Hemat
3941,NCT03060538,Hemat
3738,NCT03256344,Hemat
8130,NCT00148031,Hemat
1614,NCT04540081,Hemat
4,NCT00312702,Hemat
7926,NCT00265850,Hemat
7237,NCT01434173,Hemat
7925,NCT01107626,Hemat
3875,NCT00081900,Hemat
1115,NCT01975818,Hemat
5813,NCT04358549,Hemat
2259,NCT01857245,Hemat
7115,NCT00111163,Hemat
9141,NCT04469920,Hemat
4674,NCT03683589,Hemat
7830,NCT00415168,Hemat
2255,NCT02217345,Hemat
3232,NCT04502212,Hemat
157,NCT04281290,Hemat
2673,NCT00808210,Hemat
5,NCT00312663,Hemat
3235,NCT00906984,Hemat
2911,NCT03438227,Hemat
2036,NCT03342196,Hemat
8234,NCT00176462,Hemat
4725,NCT00062556,Hemat
8551,NCT01711359,Hemat
139,NCT01368549,Hemat
3897,NCT04142723,Hemat
140,NCT01370954,Hemat
3908,NCT00880178,Hemat
2682,NCT01285362,Hemat
6849,NCT02863809,Hemat
1086,NCT00936715,Hemat
5319,NCT01493349,Hemat
4971,NCT02694978,Hemat
6575,NCT02083679,Hemat
7091,NCT04531592,Hemat
3167,NCT00323414,Hemat
3973,NCT00249782,Hemat
6847,NCT03947216,Hemat
7876,NCT03817736,Hemat
7901,NCT02359097,Hemat
5913,NCT01458561,Hemat
3929,NCT00418938,Hemat
2220,NCT01461889,Hemat
7879,NCT00033722,Hemat
2216,NCT04031729,Hemat
7083,NCT00109551,Hemat
7978,NCT00268489,Hemat
5346,NCT00396812,Hemat
6577,NCT03828019,Hemat
5980,NCT04363164,Hemat
7142,NCT01046825,Hemat
4966,NCT02091323,Hemat
5045,NCT04163627,Hemat
1433,NCT01264952,Hemat
3828,NCT00002120,Hemat
2201,NCT00456248,Hemat
5850,NCT03164616,Hemat
1127,NCT03073343,Hemat
7189,NCT04185597,Hemat
2872,NCT02068430,Hemat
8881,NCT03241732,Hemat
4569,NCT03853304,Hemat
8552,NCT01710358,Hemat
9457,NCT04186793,Hemat
6807,NCT01665781,Hemat
5375,NCT02771925,Hemat
7183,NCT01443078,Hemat
2705,NCT00059267,Hemat
3972,NCT00386542,Hemat
135,NCT01369030,Hemat
2628,NCT00099723,Hemat
7074,NCT03866837,Hemat
6582,NCT00341120,Hemat
8566,NCT02187055,Hemat
7980,NCT00775645,Hemat
3827,NCT01629095,Hemat
7190,NCT04166370,Hemat
4947,NCT03908255,Hemat
9300,NCT04315883,Hemat
8132,NCT03599193,Hemat
6739,NCT03302299,Hemat
8851,NCT01835223,Hemat
3936,NCT00039962,Hemat
3075,NCT02000778,Hemat
8530,NCT00511901,Hemat
8689,NCT02520115,Hemat
3098,NCT01475617,Hemat
1261,NCT00002103,Hemat
5496,NCT01528878,Hemat
8742,NCT04443088,Hemat
6378,NCT02634502,Hemat
2506,NCT01349088,Hemat
7621,NCT02114229,Hemat
7393,NCT00737893,Hemat
9361,NCT04262869,Hemat
4770,NCT00915681,Hemat
3564,NCT02190253,Hemat
9036,NCT04563026,Hemat
4774,NCT00832273,Hemat
3562,NCT01178320,Hemat
7413,NCT04060017,Hemat
8249,NCT01810640,Hemat
2390,NCT00680706,Hemat
8575,NCT02461706,Hemat
1914,NCT02115724,Hemat
1211,NCT02064426,Hemat
6223,NCT02706951,Hemat
4191,NCT03765593,Hemat
7680,NCT03000374,Hemat
7675,NCT00731887,Hemat
3029,NCT00913757,Hemat
3115,NCT02630563,Hemat
8176,NCT01814501,Hemat
4759,NCT01428154,Hemat
4761,NCT03490682,Hemat
4862,NCT01578499,Hemat
3114,NCT01722903,Hemat
2021,NCT02291133,Hemat
5673,NCT04296942,Hemat
1262,NCT00002102,Hemat
6617,NCT04044326,Hemat
3598,NCT02511054,Hemat
8334,NCT04060030,Hemat
7415,NCT00350714,Hemat
4853,NCT04525326,Hemat
6909,NCT04442620,Hemat
5576,NCT02359994,Hemat
7458,NCT01672710,Hemat
7507,NCT04096521,Hemat
4350,NCT02702479,Hemat
8583,NCT04454424,Hemat
5557,NCT01462552,Hemat
9728,NCT03962049,Hemat
8765,NCT00280748,Hemat
8323,NCT00308971,Hemat
3060,NCT00106054,Hemat
3077,NCT00005667,Hemat
4341,NCT03163589,Hemat
6328,NCT00779220,Hemat
8191,NCT01889758,Hemat
9353,NCT04269707,Hemat
6327,NCT02780414,Hemat
5568,NCT01992874,Hemat
3487,NCT01482962,Hemat
4352,NCT04561804,Hemat
1260,NCT00002317,Hemat
7431,NCT02706873,Hemat
6670,NCT00430313,Hemat
4844,NCT02811666,Hemat
1505,NCT01047735,Hemat
5196,NCT03758742,Hemat
8755,NCT00903695,Hemat
4843,NCT01581307,Hemat
5291,NCT03050814,Hemat
1259,NCT00002434,Hemat
7453,NCT01826760,Hemat
5628,NCT03746769,Hemat
5624,NCT01847495,Hemat
1523,NCT00183911,Hemat
3048,NCT00986648,Hemat
5542,NCT02346162,Hemat
2471,NCT00590161,Hemat
4307,NCT04145141,Hemat
5693,NCT03707080,Hemat
